index,group,side,phase,target,type,word_sel,nonword_sel,set,step,recording,path
178,B_group,left,exposure,Reen,fill_nonword,Yes,No,Reen,NA,1,nonword/Reen_1.mp3
179,B_group,left,exposure,Rhinen,fill_nonword,Yes,No,Rhinen,NA,2,nonword/Rhinen_2.mp3
180,B_group,left,exposure,Ria,fill_nonword,Yes,No,Ria,NA,1,nonword/Ria_1.mp3
181,B_group,left,exposure,Saln,fill_nonword,Yes,No,Saln,NA,1,nonword/Saln_1.mp3
182,B_group,left,exposure,Sare,fill_nonword,Yes,No,Sare,NA,1,nonword/Sare_1.mp3
183,B_group,left,exposure,Selmer,fill_nonword,Yes,No,Selmer,NA,1,nonword/Selmer_1.mp3
184,B_group,left,exposure,Siller,fill_nonword,Yes,No,Siller,NA,1,nonword/Siller_1.mp3
185,B_group,left,exposure,Slomb,fill_nonword,Yes,No,Slomb,NA,1,nonword/Slomb_1.mp3
186,B_group,left,exposure,Smong,fill_nonword,Yes,No,Smong,NA,1,nonword/Smong_1.mp3
187,B_group,left,exposure,Snoll,fill_nonword,Yes,No,Snoll,NA,1,nonword/Snoll_1.mp3
188,B_group,left,exposure,Snyre,fill_nonword,Yes,No,Snyre,NA,1,nonword/Snyre_1.mp3
189,B_group,left,exposure,Somb,fill_nonword,Yes,No,Somb,NA,1,nonword/Somb_1.mp3
190,B_group,left,exposure,Thim,fill_nonword,Yes,No,Thim,NA,1,nonword/Thim_1.mp3
191,B_group,left,exposure,Threen,fill_nonword,Yes,No,Threen,NA,1,nonword/Threen_1.mp3
192,B_group,left,exposure,Vainyl,fill_nonword,Yes,No,Vainyl,NA,1,nonword/Vainyl_1.mp3
193,B_group,left,exposure,Vallon,fill_nonword,Yes,No,Vallon,NA,1,nonword/Vallon_1.mp3
194,B_group,left,exposure,Vunn,fill_nonword,Yes,No,Vunn,NA,1,nonword/Vunn_1.mp3
195,B_group,left,exposure,Werro,fill_nonword,Yes,No,Werro,NA,1,nonword/Werro_1.mp3
196,B_group,left,exposure,Winal,fill_nonword,Yes,No,Winal,NA,1,nonword/Winal_1.mp3
197,B_group,left,exposure,Woony,fill_nonword,Yes,No,Woony,NA,1,nonword/Woony_1.mp3
198,B_group,left,exposure,Wyan,fill_nonword,Yes,No,Wyan,NA,1,nonword/Wyan_1.mp3
199,B_group,left,exposure,Yorn,fill_nonword,Yes,No,Yorn,NA,1,nonword/Yorn_1.mp3
200,B_group,left,exposure,Ven,fill_nonword,Yes,No,Ven,NA,1,nonword/Ven_1.mp3
